,SubjectName,ConstructName,QuestionText,AnswerText,MisconceptionId,MisconceptionName
2437,Writing Ratios,Express pictorial representations of objects as a ratio,![A group of six squares and three circles]() What is the ratio of squares to circles?,\( 3: 6 \),105.0,Mixes up sides of a ratio
2438,Writing Expressions,Write algebraic expressions with correct algebraic convention,"Which answer shows the following calculation using the correct algebraic convention?
\(
b \div a
\)",\( a \div b \),2359.0,Believes division is commutative 
2439,Writing Expressions,Write algebraic expressions with correct algebraic convention,"Which answer shows the following calculation using the correct algebraic convention?
\(
b \div a
\)",\( \frac{a}{b} \),1542.0,Believes that a fraction means dividing the denominator by the numerator
2440,Writing Expressions,Write algebraic expressions with correct algebraic convention,"Which answer shows the following calculation using the correct algebraic convention?
\(
b \div a
\)",\( a b \),1734.0,Thinks that we can remove a division symbol and just write the variables next to each other
2441,Factorising into a Double Bracket,Factorise a quadratic expression in the form x² + bx + c,Which multiplication will help factorise \( x^{2}+33 x+32 \) ?,\( 2 \times 16 \),1535.0,"Believes that when factorising a quadratic, they can choose any two numbers that multiply to give the constant"
2442,Factorising into a Double Bracket,Factorise a quadratic expression in the form x² + bx + c,Which multiplication will help factorise \( x^{2}+33 x+32 \) ?,\( 4 \times 8 \),1535.0,"Believes that when factorising a quadratic, they can choose any two numbers that multiply to give the constant"
2443,Quadratic Equations,Solve quadratic equations using factorisation in the form x(x + b) ,"Tom and Katie are arguing about how to solve this equation: 

\(
x^{2}+4 x=0
\)

Tom says one solution is \( x=2 \)

Katie says one solution is \( x=0 \)

Who is correct?",Both Tom and Katie,1766.0,Thinks x^2 - a^2x is a valid form of difference of two squares
2444,Translation and Vectors,Describe simple directions to translate a shape or object using words not vectors,Which of the following describes how to get from point \( P \) to point \( Q \) ? ![Point P and Point Q are marked on a grid. Q is 4 squares to the right and 2 squares above P](),\( 5 \) squares right \( 3 \) squares up,556.0,"When describing a translation, counts the corners of squares (including the starting one) rather than the number of jumps between squares."
2445,Translation and Vectors,Describe simple directions to translate a shape or object using words not vectors,Which of the following describes how to get from point \( P \) to point \( Q \) ? ![Point P and Point Q are marked on a grid. Q is 4 squares to the right and 2 squares above P](),\( 4 \) squares left \( 2 \) squares down,1265.0,"When describing a translation, goes from the image to the original"
2446,Translation and Vectors,Describe simple directions to translate a shape or object using words not vectors,Which of the following describes how to get from point \( P \) to point \( Q \) ? ![Point P and Point Q are marked on a grid. Q is 4 squares to the right and 2 squares above P](),\( 5 \) squares right \( 2 \) squares up,556.0,"When describing a translation, counts the corners of squares (including the starting one) rather than the number of jumps between squares."
2447,Simplifying Fractions,Express one quantity as a fraction of another,Write \( 16 \) over \( 28 \) as a fraction in its simplest terms.,\( \frac{16}{28} \),29.0,Forgot to simplify the fraction
2448,Simplifying Fractions,Express one quantity as a fraction of another,Write \( 16 \) over \( 28 \) as a fraction in its simplest terms.,\( \frac{1}{13} \),2078.0,Simplifies a fraction by adding or subtracting the same amount from the numerator  and denominator
2449,Factorising into a Single Bracket,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),"Tom and Katie are arguing about factorising 

Tom says \( p^{2}+9 p \equiv(p+3)(p+3) \) 

Katie says \( p^{2}+9 p \equiv p(p+9) \) 

Who is correct?",Only Tom,838.0,"When factorising a quadratic without a non variable term, tries to double bracket factorise"
2450,Adding and Subtracting Negative Numbers,Carry out subtraction problems involving two negative integers ,\( (-6)-(-8)= \),\( 14 \),795.0,Ignores the negative signs when adding positive and negative numbers
2451,Adding and Subtracting Negative Numbers,Carry out subtraction problems involving two negative integers ,\( (-6)-(-8)= \),\( -14 \),2566.0,"When subtracting a negative number, subtracts the absolute value rather than adding it"
2452,Adding and Subtracting Negative Numbers,Carry out subtraction problems involving two negative integers ,\( (-6)-(-8)= \),\( -2 \),1282.0,When subtracting a negative thinks the answer must be negative 
2453,Mental Multiplication and Division,Recognise and use efficient methods for mental division,"This is how Teddy calculates the answer to \( 600 \div 25 \) mentally ""There are \( 4 \) lots of \( 25 \) in 100. I then multiplied \( 4 \) by \( 6 \) to get \( 24 \). So \( 600 \) divided by \( 25 \) is \( 24 \)"" Teddy uses the same method to calculate \( 800 \div 25 \). Which of the following shows how he would do this?","There are \( 4 \) lots of \( 25 \) in \( 100 \) 
Then I multiplied \( 8 \) by \( 6 \) 
So the answer is \( 48 \)",2438.0,Does not copy a given method accurately
2454,Pictogram,Construct a pictogram involving fractions of symbols,![A pictogram is shown. One smiley face = 12 people. Salt and vinegar 2 faces. Ready salted 1 face. Prawn cocktail 3.5 faces. Other 2 faces]() What is missing from this pictogram?,Nothing,1767.0,Does not realise that a pictogram needs a title or question
2455,Pictogram,Construct a pictogram involving fractions of symbols,![A pictogram is shown. One smiley face = 12 people. Salt and vinegar 2 faces. Ready salted 1 face. Prawn cocktail 3.5 faces. Other 2 faces]() What is missing from this pictogram?,"Other needs to
say what
flavour it is",252.0,Does not think 'other' is an acceptable category for data
2456,Basic Calculator Use,Perform calculator calculations with powers,Which button would you press to raise a number to a power? Which button would you press to raise a number to a power? ![A scientific calculator]() ![A scientific calculator](),![Image of a calculator button. The symbol on the button is \(\frac{\square}{\square}\)]() ![Image of a calculator button. The symbol on the button is \(\frac{\square}{\square}\)](),1840.0,Thinks the fraction button on a calculator converts fractions to decimals
2457,Basic Calculator Use,Perform calculator calculations with powers,Which button would you press to raise a number to a power? Which button would you press to raise a number to a power? ![A scientific calculator]() ![A scientific calculator](),![Image of a calculator button. The symbol on the button is \( x^{-1} \)]() ![Image of a calculator button. The symbol on the button is \( x^{-1} \)](),136.0,Does not recognise a reciprocal equation
2458,Basic Calculator Use,Perform calculator calculations with powers,Which button would you press to raise a number to a power? Which button would you press to raise a number to a power? ![A scientific calculator]() ![A scientific calculator](),![Image of a calculator button. The symbol on the button is \( S \Leftrightarrow D \)]() ![Image of a calculator button. The symbol on the button is \( S \Leftrightarrow D \)](),127.0,Thinks the fraction to decimal conversion button on a calculator can be used to raise to a power
2459,Mental Multiplication and Division,Solve missing number mental multiplication questions,"What should replace the star?
\[
\bigstar \times 4=108
\]",\( 432 \),2271.0,"When solving a problem that requires an inverse operation (e.g. missing number problems), does the original operation"
2460,Mental Multiplication and Division,Solve missing number mental multiplication questions,"What should replace the star?
\[
\bigstar \times 4=108
\]",\( 104 \),1319.0,Adds instead of multiples
2461,Factorising into a Single Bracket,Factorise a single bracket containing a linear expression by taking out a single numeric common factor (e.g. 6),Factorise fully \( 18 a-12 \),\( 2(9 a-6) \),1262.0,"Believes that they can fully factorise an expression by taking out any common factor, not just the HCF"
2462,Factorising into a Single Bracket,Factorise a single bracket containing a linear expression by taking out a single numeric common factor (e.g. 6),Factorise fully \( 18 a-12 \),\( 18(a-6) \),1666.0,"When factorising into single brackets, factorises the first term correctly but subtracts the number outside the bracket with the second term in the expression to find the second term in the bracket"
2463,Finding the Gradient and Intercept of a Line from the Equation,Find the gradient of a line written in the form ax + by = c,"In which region would \( x+y=1 \) belong? ![A Venn diagram with two intersecting sets. The set on the right is 'Crosses the y-axis at (0,1)' and the set of the right is 'Has a positive gradient'. A is in the 'Crosses the y-axis at (0,1)' set only, B is in the intersection, C is in the 'Has a positive gradient' only and D is outside both sets.]()",B,1743.0,Believes that the coefficient of x represents the gradient even when a line is not in the form y = mx+c
2464,Adding and Subtracting Fractions,Add proper fractions with different denominators where one is a multiple of the other,"Calculate:
\(
\frac{2}{9}+\frac{1}{3}
\)",\( \frac{3}{12} \),217.0,"When adding fractions, adds the numerators and denominators"
2465,Adding and Subtracting Fractions,Add proper fractions with different denominators where one is a multiple of the other,"Calculate:
\(
\frac{2}{9}+\frac{1}{3}
\)",\( \frac{3}{9} \),1909.0,Does not consider the denominator when adding/ subtracting fractions. Adds/subtracts the numerator and makes the denominator the one with the highest value.
2466,Adding and Subtracting Fractions,Add proper fractions with different denominators where one is a multiple of the other,"Calculate:
\(
\frac{2}{9}+\frac{1}{3}
\)",\( \frac{1}{6} \),234.0,Subtracts instead of adds
2467,Rounding to Decimal Places,Find the lower bound of a number rounded to 2 decimal places,"A number, \( n \), has been rounded to \( 2 \) decimal places to give \( \mathbf{3 . 7 2} \)
What is the smallest \( n \) can be?",\( 3.7 \),2392.0,Rounds to the wrong degree of accuracy (rounds too much)
2468,Rounding to Decimal Places,Find the lower bound of a number rounded to 2 decimal places,"A number, \( n \), has been rounded to \( 2 \) decimal places to give \( \mathbf{3 . 7 2} \)
What is the smallest \( n \) can be?",\( 3.71 \),2412.0,Does not understand which place value is the one that determines if a number rounds up or down
2469,Rounding to Decimal Places,Find the lower bound of a number rounded to 2 decimal places,"A number, \( n \), has been rounded to \( 2 \) decimal places to give \( \mathbf{3 . 7 2} \)
What is the smallest \( n \) can be?",\( 3.719 \),2412.0,Does not understand which place value is the one that determines if a number rounds up or down
2470,Inequalities on Number Lines,Represent a linear inequality with a single tail on a numberline,"Which inequality is represented by the diagram? ![A number line with a filled in circle above 1with an arrow coming out of it over the numbers 2, 3, 4, 5 etc.]()",\( x>1 \),550.0,"When representing an inequality on a numberline, assumes the filled and unfilled circles have the opposite meaning."
2471,Inequalities on Number Lines,Represent a linear inequality with a single tail on a numberline,"Which inequality is represented by the diagram? ![A number line with a filled in circle above 1with an arrow coming out of it over the numbers 2, 3, 4, 5 etc.]()",\( x \leq 1 \),1880.0,Mixes up greater than and less than symbols
2472,Linear Equations,"Solve one-step linear equations requiring addition or subtraction, involving positive fractions","Solve the equation:
\(
p-3=\frac{1}{12}
\)",\( p=\frac{4}{12} \),1852.0,"When adding an integer to a fraction, thinks you add the integer to the numerator"
2473,Linear Equations,"Solve one-step linear equations requiring addition or subtraction, involving positive fractions","Solve the equation:
\(
p-3=\frac{1}{12}
\)",\( p=\frac{3}{36} \),1360.0,"When solving an equation, multiplies instead of adding"
2474,Pie Chart,Calculate the sector angle on a pie chart for a given group,"Which calculation is correct to find the number of degrees representing comedy in a pie chart showing the following information? \begin{tabular}{|c|c|c|c|}
\hline Film Genre & Comedy & Romance & Action \\
\hline Number of teachers & \( 9 \) & \( 4 \) & \( 7 \) \\
\hline
\end{tabular}",\( 360 \div 9 \),2351.0,Believes to find the angle for a pie chart sector you calculate 360 divided by the frequency of that sector
2475,Rounding to Decimal Places,Round numbers to three or more decimal places,What is \( 20.15349 \) rounded to \( 3 \) decimal places?,\( 20.15 \),2392.0,Rounds to the wrong degree of accuracy (rounds too much)
2476,Rounding to Decimal Places,Round numbers to three or more decimal places,What is \( 20.15349 \) rounded to \( 3 \) decimal places?,\( 20.154 \),1988.0,Rounds up instead of down
2477,Rounding to Decimal Places,Round numbers to three or more decimal places,What is \( 20.15349 \) rounded to \( 3 \) decimal places?,\( 20.253 \),2330.0,Rounds incorrectly by changing multiple place values
2478,Written Division,Interpret and carry out mental division using a bar model,"Find the value of \( P \). ![Horizontal green bar divided into 5 equal sections. Each section is labelled with a ""P"". Curly bracket shows that 3 of the sections sum to 615.]()",\( 200 \),1764.0,Estimated when not appropriate
2479,Written Division,Interpret and carry out mental division using a bar model,"Find the value of \( P \). ![Horizontal green bar divided into 5 equal sections. Each section is labelled with a ""P"". Curly bracket shows that 3 of the sections sum to 615.]()",\( 123 \),717.0,Believes the amount given is for the whole rather than a part
2480,Written Division,Interpret and carry out mental division using a bar model,"Find the value of \( P \). ![Horizontal green bar divided into 5 equal sections. Each section is labelled with a ""P"". Curly bracket shows that 3 of the sections sum to 615.]()",\( 1845 \),2314.0,Multiplies instead of divides to find one part given the total
2481,Block Graphs and Bar Charts,Interpret a bar chart,"![A bar chart with blue bars. The x-axis is labelled with fruits and the y-axis is titled ""Number of Children"" and its scale is from 0 to 60 in steps of 10. The bars represent the following numbers of children: Banana, 20; Apple, 40; Kiwi Fruits, 50; Orange, 30; Pineapple, 25.]() Which of the following statements is true?",Banana is the most popular fruit,1118.0,Thinks the smallest bar in a bar chart is the mode
2482,Translation and Vectors,Follow simple directions to translate a shape or object using words not vectors,"If you translate the star \( 2 \) squares left and \( 3 \) squares down, which letter do you land on? ![A set of axes: x-axis from 0 to 8, y-axis from 0 to 8. A yellow star is at point (4, 4). Point A is at (6, 1), Point B is at (2, 1), Point C is at (2, 2), Point D is at (1, 2). ]()",A,1269.0,Confuses left and right
2483,Translation and Vectors,Follow simple directions to translate a shape or object using words not vectors,"If you translate the star \( 2 \) squares left and \( 3 \) squares down, which letter do you land on? ![A set of axes: x-axis from 0 to 8, y-axis from 0 to 8. A yellow star is at point (4, 4). Point A is at (6, 1), Point B is at (2, 1), Point C is at (2, 2), Point D is at (1, 2). ]()",D,563.0,Counts the squares rather than the diagonals when reflecting in y=x or y=-x 
2484,Factorising into a Single Bracket,Factorise a single bracket containing a non-linear expression by taking out a common factor involving numeric and algebraic components (e.g. 5a),"When this expression is fully factorised, what is left inside the brackets? \( 24 a b c^{2}-16 b^{2} c \equiv 8 b c(\square) \)",\( 3 a c \),220.0,Only multiplies the first term in the expansion of a bracket
2485,Factorising into a Single Bracket,Factorise a single bracket containing a non-linear expression by taking out a common factor involving numeric and algebraic components (e.g. 5a),"When this expression is fully factorised, what is left inside the brackets? \( 24 a b c^{2}-16 b^{2} c \equiv 8 b c(\square) \)",\( 3 a-2 \),577.0,Does not realise multiplying a variable by itself results in a power of that variable
2486,Expanding Double Brackets,Expand two brackets with linear terms in the form (ax + b)(cx + d),"Molly is expanding these two brackets.

What should she get when she multiplies the two terms indicated by the arrows? ![The brackets shown are (2p-1)(3p-4). The arrows are pointing at the -1 in the first bracket and the -4 in the second bracket.]()",\( -4 \),1597.0,Believes multiplying two negatives gives a negative answer
2487,Expanding Double Brackets,Expand two brackets with linear terms in the form (ax + b)(cx + d),"Molly is expanding these two brackets.

What should she get when she multiplies the two terms indicated by the arrows? ![The brackets shown are (2p-1)(3p-4). The arrows are pointing at the -1 in the first bracket and the -4 in the second bracket.]()",\( -5 \),2143.0,Adds instead of multiplying when expanding bracket
2488,Factorising into a Single Bracket,Identify factors of algebraic expressions,Which of the following is a factor of: \( 6 n^{2}-9 \),\( 6 \),91.0,"When asked for factors of an algebraic expression, thinks any part of a term will be a factor"
2489,Factorising into a Single Bracket,Identify factors of algebraic expressions,Which of the following is a factor of: \( 6 n^{2}-9 \),\( 9 \),519.0,"When asked for factors of an algebraic expression, thinks a term will be a factor"
2490,Factorising into a Single Bracket,Identify factors of algebraic expressions,Which of the following is a factor of: \( 6 n^{2}-9 \),\( n \),91.0,"When asked for factors of an algebraic expression, thinks any part of a term will be a factor"
2491,Converting between Decimals and Percentages,Convert integer percentages with 2 digits to decimals ,How do you write \( 23 \% \) as a decimal?,\( 2.3 \),619.0,Divided by 10 rather than 100
2492,Converting between Decimals and Percentages,Convert integer percentages with 2 digits to decimals ,How do you write \( 23 \% \) as a decimal?,\( 23 \),1756.0,Thinks you need to just remove the percentage sign to convert from a percentage to a decimal
2493,Converting between Decimals and Percentages,Convert integer percentages with 2 digits to decimals ,How do you write \( 23 \% \) as a decimal?,\( 23.00 \),329.0,Does not understand a percentage is out of 100
2494,Multiplying and Dividing with Decimals,Divide two decimals with the same number of decimal places,"What should replace the star?
\(
0.3 \div \bigstar=1.2
\)",\( 4 \),975.0,"When solving an equation, multiplies instead of dividing "
2495,Multiplying and Dividing with Decimals,Divide two decimals with the same number of decimal places,"What should replace the star?
\(
0.3 \div \bigstar=1.2
\)",\( 0.9 \),1134.0,"When solving an equation, adds instead of dividing"
2496,Percentages of an Amount,Calculate percentage of an amount mentally where the percent is a multiple of 10,"Tom and Katie are arguing about working out percentages of amounts.

Tom says to find \( 40 \% \) you divide by \( 100 \) and multiply by \( 4 \). 
Katie says to find \( 40 \% \) you divide by \( 5 \) and multiply by \( 2 \).
Who is correct?",Only Tom,308.0,Believes that dividing by 100 gives 10%
2497,Percentages of an Amount,Calculate percentage of an amount mentally where the percent is a multiple of 10,"Tom and Katie are arguing about working out percentages of amounts.

Tom says to find \( 40 \% \) you divide by \( 100 \) and multiply by \( 4 \). 
Katie says to find \( 40 \% \) you divide by \( 5 \) and multiply by \( 2 \).
Who is correct?",Both Tom and Katie,308.0,Believes that dividing by 100 gives 10%
2498,Percentages of an Amount,Calculate percentage of an amount mentally where the percent is a multiple of 10,"Tom and Katie are arguing about working out percentages of amounts.

Tom says to find \( 40 \% \) you divide by \( 100 \) and multiply by \( 4 \). 
Katie says to find \( 40 \% \) you divide by \( 5 \) and multiply by \( 2 \).
Who is correct?",Neither is correct,376.0,Unable to equate a division and multiplication to a single division
2499,Writing Ratios,Express pictorial representations of objects as a ratio,What is the ratio of rectangles to circles? ![A diagram showing 5 blue rectangles and 4 red circles](),\( 5: 4: 9 \),942.0,Thinks you need to include the total as well as the individual parts when asked to write a ratio
2500,Writing Ratios,Express pictorial representations of objects as a ratio,What is the ratio of rectangles to circles? ![A diagram showing 5 blue rectangles and 4 red circles](),\( 4: 5 \),105.0,Mixes up sides of a ratio
2501,Writing Ratios,Express pictorial representations of objects as a ratio,What is the ratio of rectangles to circles? ![A diagram showing 5 blue rectangles and 4 red circles](),\( 5: 9 \),1986.0,"When writing ratio from diagram, writes total as one side"
2502,Rounding to Significant Figures,Round numbers greater than 1 to two significant figures,"\(
180.5672
\)

What is the second significant figure in the number above?",\( 7 \),380.0,Does not understand the first significant value is the first non-zero digit number
2503,Rounding to Significant Figures,Round numbers greater than 1 to two significant figures,"\(
180.5672
\)

What is the second significant figure in the number above?",\( 2 \),380.0,Does not understand the first significant value is the first non-zero digit number
2504,Rounding to Significant Figures,Round numbers greater than 1 to two significant figures,"\(
180.5672
\)

What is the second significant figure in the number above?",\( 6 \),1460.0,Identifies second decimal place value when asked for the second significant figure
2505,Quadratic Equations,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,"One of these quadratic equations will give exactly one solution.
Which one?",\( \frac{-3 \pm \sqrt{11}}{5} \),2577.0,Does not think a square root can be negative
2506,Quadratic Equations,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,"One of these quadratic equations will give exactly one solution.
Which one?",\( \frac{-3 \pm \sqrt{-16}}{5} \),1487.0,Believes you can square root a negative number
2507,Quadratic Equations,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,"One of these quadratic equations will give exactly one solution.
Which one?",\( \frac{-3 \pm \sqrt{16}}{-5} \),2577.0,Does not think a square root can be negative
2508,Linear Sequences (nth term),Continue linear sequences expressed as patterns by drawing the next pattern,"How many squares will the next term in this sequence have? ![A diagram showing the first 3 patterns in a sequences. Pattern 1 contains 7 squares, pattern 2 contains 5 squares and pattern 3 contains 3 squares.]()",\( 2 \),1720.0,Identifies the term-to-term rule rather than the next term
2509,Linear Sequences (nth term),Continue linear sequences expressed as patterns by drawing the next pattern,"How many squares will the next term in this sequence have? ![A diagram showing the first 3 patterns in a sequences. Pattern 1 contains 7 squares, pattern 2 contains 5 squares and pattern 3 contains 3 squares.]()",\( 0 \),1055.0,Does not notice all changes in a sequence of visual patterns
2510,Linear Sequences (nth term),Continue linear sequences expressed as patterns by drawing the next pattern,"How many squares will the next term in this sequence have? ![A diagram showing the first 3 patterns in a sequences. Pattern 1 contains 7 squares, pattern 2 contains 5 squares and pattern 3 contains 3 squares.]()",\( 1.5 \),1055.0,Does not notice all changes in a sequence of visual patterns
2511,Pictogram,Interpret a pictogram involving fractions of symbols,"This pictogram shows the different types of music Bob has in his music collection.

How many Blues CDs does Bob have? ![A pictogram showing the number of CDs Bob has in his musical collection. Pop has 3 and a half symbols, rock has 2 symbols, blues has 2 and a quarter symbols, jazz has 3 and a quarter symbols and classical has 1 and three-quarter symbols. Each symbol represents 4 CDs.]()",\( 8.25 \),2344.0,"When counting partial symbols on pictogram, uses the fraction rather than the amount it represents"
2512,Pictogram,Interpret a pictogram involving fractions of symbols,"This pictogram shows the different types of music Bob has in his music collection.

How many Blues CDs does Bob have? ![A pictogram showing the number of CDs Bob has in his musical collection. Pop has 3 and a half symbols, rock has 2 symbols, blues has 2 and a quarter symbols, jazz has 3 and a quarter symbols and classical has 1 and three-quarter symbols. Each symbol represents 4 CDs.]()",\( 2.25 \),1310.0,"When interpreting a pictogram, thinks each symbol stands for 1"
2513,Mental Addition and Subtraction,Understand the non-commutativity of subtraction,"Miran says the following:

“It doesn't matter if you do \( 81-53 \) or \( 53-81 \), you get the same answer.""

What do you think?",Miran is correct because subtraction is commutative,1510.0,Believes subtraction is commutative 
2514,Mental Addition and Subtraction,Understand the non-commutativity of subtraction,"Miran says the following:

“It doesn't matter if you do \( 81-53 \) or \( 53-81 \), you get the same answer.""

What do you think?",Miran is incorrect because subtraction is commutative,186.0,Does not understand the meaning of the word commutative 
2515,Mental Addition and Subtraction,Understand the non-commutativity of subtraction,"Miran says the following:

“It doesn't matter if you do \( 81-53 \) or \( 53-81 \), you get the same answer.""

What do you think?",Miran is correct because subtraction is not commutative,186.0,Does not understand the meaning of the word commutative 
2516,Writing Formula,Use area to write algebraic expressions,Which of the following formulae gives the area of this rectangle? ![Rectangle with base 3 and height 2x.](),\( A=36 x^{2} \),454.0,Thinks measures of area must end in squared
2517,Writing Formula,Use area to write algebraic expressions,Which of the following formulae gives the area of this rectangle? ![Rectangle with base 3 and height 2x.](),\( A=3+2 x \),828.0,Adds when calculating area instead of multiplying
2518,Writing Formula,Use area to write algebraic expressions,Which of the following formulae gives the area of this rectangle? ![Rectangle with base 3 and height 2x.](),\( A=6+4 x \),982.0,Calculates perimeter when asked for area
2519,Mental Multiplication and Division,Multiply 2 digit integers by 2 digit integers using long multiplication,\( \begin{array}{r}\quad35 \\ \times 46 \\ \hline\end{array} \) What number will be in the ones/units column of the final answer?,\( 30 \),711.0,Believes you write the carried value in the number rather than adding it to the next place value column
2520,Writing Formula,Write a formula to describe a situation,"A taxi driver charges an initial \( £ 2.50 \) plus \( £ 1.20 \) per mile travelled. Which of the following expressions is correct for the total cost, \( T \), of a journey of \( \boldsymbol{m} \) miles?",\( \mathrm{T}=2.50 \mathrm{~m}+1.20 \),727.0,Gets their constants and coefficients the wrong way around when writing a formula from a given situation
2521,Writing Formula,Write a formula to describe a situation,"A taxi driver charges an initial \( £ 2.50 \) plus \( £ 1.20 \) per mile travelled. Which of the following expressions is correct for the total cost, \( T \), of a journey of \( \boldsymbol{m} \) miles?",\( \mathrm{T}=1.20(2.50+m) \),2221.0,Has made an order of operations mistake when writing a formula from a given situation
2522,Writing Formula,Write a formula to describe a situation,"A taxi driver charges an initial \( £ 2.50 \) plus \( £ 1.20 \) per mile travelled. Which of the following expressions is correct for the total cost, \( T \), of a journey of \( \boldsymbol{m} \) miles?",\( \mathrm{T}=3.70 \mathrm{~m} \),389.0,Combines variables with constants when writing a formula from a given situation
2523,Gradient as change in y over change in x,Estimate the gradient at a point on a non-linear section of a real life graph,"The graph shows information about the velocity, \( v \mathrm{~m} / \mathrm{s} \), of a parachutist \( t \) seconds after leaving a plane.

Which of the following is the best estimate for the gradient of the curve when \[t=8\]? ![A graph showing time in seconds on the x axis and velocity in metres per second on the y axis. A curve is shown with a tangent to the curve drawn in at (8,51). The tangent also passes through the point (0,40)]()",\( 51 \),179.0,Does not understand the difference between a value on a graph and the gradient of a graph
2524,Gradient as change in y over change in x,Estimate the gradient at a point on a non-linear section of a real life graph,"The graph shows information about the velocity, \( v \mathrm{~m} / \mathrm{s} \), of a parachutist \( t \) seconds after leaving a plane.

Which of the following is the best estimate for the gradient of the curve when \[t=8\]? ![A graph showing time in seconds on the x axis and velocity in metres per second on the y axis. A curve is shown with a tangent to the curve drawn in at (8,51). The tangent also passes through the point (0,40)]()",\( 0.72... \),1704.0,Believes gradient = change in x/change in y
2525,Gradient as change in y over change in x,Estimate the gradient at a point on a non-linear section of a real life graph,"The graph shows information about the velocity, \( v \mathrm{~m} / \mathrm{s} \), of a parachutist \( t \) seconds after leaving a plane.

Which of the following is the best estimate for the gradient of the curve when \[t=8\]? ![A graph showing time in seconds on the x axis and velocity in metres per second on the y axis. A curve is shown with a tangent to the curve drawn in at (8,51). The tangent also passes through the point (0,40)]()",\( 6.375 \),378.0,"When finding the difference between two points on a time series graph, only uses one of the points. "
2526,Writing Expressions,Create a situation to match an algebraic expression,"Which model does not correctly represent the following expression?
\(2(n+3)\)","![\begin{tabular}{|c|c|}
\hline\( n \) & \( 3 \) \\
\hline\( n \) & \( 3 \) \\
\hline
\end{tabular}]()",31.0,Does not understand bar modelling in algebra
2527,Writing Expressions,Create a situation to match an algebraic expression,"Which model does not correctly represent the following expression?
\(2(n+3)\)","![\begin{tabular}{|l|l|l|l|}
\hline \( \mathrm{n} \) & \( 3 \) & \( \mathrm{n} \) & \( 3 \) \\
\hline
\end{tabular}]()",31.0,Does not understand bar modelling in algebra
2528,Writing Expressions,Create a situation to match an algebraic expression,"Which model does not correctly represent the following expression?
\(2(n+3)\)","![\begin{tabular}{|l|l|l|l|}
\hline \( \mathrm{n} \) & \( \mathrm{n} \) & \( 3 \) & \( 3 \) \\
\hline
\end{tabular}]()",1226.0,Does not recognise the distributive property
2529,Angle Facts with Parallel Lines,Find missing angles on parallel lines using corresponding angles,Calculate \( t \). ![Two parallel horizontal lines with a transversal. The lower interior angle to the right of the transversal is marked 't'. The angle to the right of the transversal and lying above the upper parallel line is marked '78'. ](),\( t=12^{\circ} \),426.0,Believes corresponding angles sum to 90 degrees
2530,Angle Facts with Parallel Lines,Find missing angles on parallel lines using corresponding angles,Calculate \( t \). ![Two parallel horizontal lines with a transversal. The lower interior angle to the right of the transversal is marked 't'. The angle to the right of the transversal and lying above the upper parallel line is marked '78'. ](),\( t=102^{\circ} \),236.0,Thinks corresponding angles sum to 180 degrees
2531,Angle Facts with Parallel Lines,Find missing angles on parallel lines using corresponding angles,Calculate \( t \). ![Two parallel horizontal lines with a transversal. The lower interior angle to the right of the transversal is marked 't'. The angle to the right of the transversal and lying above the upper parallel line is marked '78'. ](),\( t=282^{\circ} \),48.0,Thinks corresponding angles sum to 360 degrees
2532,"Speed, Distance, Time",Calculate the distance travelled using a speed-time graph,"The velocity-time graph shows the velocity of a car during a journey ![A velocity-time graph. Section A goes from (0,0) to (10,20). With the 10 being 10 seconds and the 20 being 20 m/s.]() What was the distance travelled during section
A?",\( 200 \mathrm{~m} \),790.0,Thinks the shape of the graph does not affect the area calculation
2533,"Speed, Distance, Time",Calculate the distance travelled using a speed-time graph,"The velocity-time graph shows the velocity of a car during a journey ![A velocity-time graph. Section A goes from (0,0) to (10,20). With the 10 being 10 seconds and the 20 being 20 m/s.]() What was the distance travelled during section
A?",\( 2 \mathrm{~m} \),1585.0,Believes distance = speed/time
2534,"Speed, Distance, Time",Calculate the distance travelled using a speed-time graph,"The velocity-time graph shows the velocity of a car during a journey ![A velocity-time graph. Section A goes from (0,0) to (10,20). With the 10 being 10 seconds and the 20 being 20 m/s.]() What was the distance travelled during section
A?",\( 22.36 \mathrm{~m} \),2286.0,Believes the length of the line in a velocity time graph gives the distance (rather than the area underneath that line).
2535,Parts of a Circle,Identify a chord,What is the correct name for the line marked on the circle? ![\( \theta \)](),Radius,1271.0,Confuses chord and radius
2536,Parts of a Circle,Identify a chord,What is the correct name for the line marked on the circle? ![\( \theta \)](),Tangent,1733.0,Confuses tangent and chord
2537,Parts of a Circle,Identify a chord,What is the correct name for the line marked on the circle? ![\( \theta \)](),Diameter,1741.0,Confuses diameter and chord
2538,Function Machines,Calculate the square of a number,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""30"" written inside it. The middle rectangle has ""squared"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 60 \),2316.0,Mixes up squaring and multiplying by 2 or doubling
